Date,Open,High,Low,Close,Adj Close,Volume
08/06/2020,125.099998,127.440002,123.940002,127.279999,127.279999,13858100
09/06/2020,125.629997,125.790001,123.510002,123.889999,123.889999,10882800
10/06/2020,124.019997,124.099998,120.93,122.18,122.18,11497100
11/06/2020,117.599998,118,112.25,112.639999,112.639999,26078800
12/06/2020,115.169998,117,112.889999,115.489998,115.489998,18361900
15/06/2020,112.080002,118.120003,111.709999,117.080002,117.080002,14156400
16/06/2020,121.239998,121.5,116.050003,118.440002,118.440002,12951200
17/06/2020,118.639999,119.230003,117.139999,117.650002,117.650002,8921600
18/06/2020,116.879997,118.529999,115.93,118.370003,118.370003,9577300
19/06/2020,119.980003,120.120003,114.349998,114.349998,114.349998,23496300
22/06/2020,114.190002,116.190002,113.110001,115.919998,115.919998,12868000
23/06/2020,116.959999,117.449997,115.970001,116.589996,116.589996,10187600
24/06/2020,115.849998,116,110.029999,112.07,112.07,22252500
25/06/2020,108.989998,111.510002,108.5,111.360001,111.360001,17240400
26/06/2020,110.949997,111.199997,108.019997,109.099998,109.099998,15270900
29/06/2020,109,111.57,108.099998,111.519997,111.519997,12584300
30/06/2020,111.5,112.050003,109.93,111.510002,111.510002,10565900
01/07/2020,112.82,115.599998,112.290001,113.010002,113.010002,11930900
02/07/2020,115,115.099998,112,112.18,112.18,10312000
06/07/2020,113.830002,114.529999,112.900002,114.43,114.43,11933400
07/07/2020,113.629997,115.080002,112.610001,113.629997,113.629997,10836500
08/07/2020,113.480003,117.129997,112.809998,116.660004,116.660004,13629500
09/07/2020,116.510002,117.849998,115.379997,116.809998,116.809998,13582900
10/07/2020,116.830002,119.440002,116.209999,119.339996,119.339996,14207900
13/07/2020,119.940002,120.129997,115.889999,116.220001,116.220001,15620200
14/07/2020,115.230003,119.080002,114.540001,118.660004,118.660004,12425100
15/07/2020,121.629997,122.089996,119.699997,120.900002,120.900002,15314200
16/07/2020,117.720001,119.989998,117.599998,119.43,119.43,10210100
17/07/2020,118.900002,119.559998,117.059998,118.650002,118.650002,9843500
20/07/2020,118.050003,118.489998,116.82,117.790001,117.790001,8947900
21/07/2020,118.050003,120.389999,117.660004,118.620003,118.620003,8946300
22/07/2020,118.190002,119.300003,117.93,119.029999,119.029999,7063300
23/07/2020,118.860001,119.349998,117.010002,118.120003,118.120003,7255800
24/07/2020,115.699997,118.209999,115.529999,117.610001,117.610001,8233300
27/07/2020,117.199997,117.419998,115.68,116.309998,116.309998,9413000
28/07/2020,115.459999,116.839996,114.68,116.18,116.18,6821100
29/07/2020,116.220001,116.709999,115.110001,115.610001,115.610001,9496500
30/07/2020,114.910004,116.290001,113.370003,115.660004,115.660004,9713500
31/07/2020,115.220001,117.050003,114.120003,116.940002,116.940002,9601000
03/08/2020,116.169998,117.120003,115.349998,116.349998,116.349998,10229200
04/08/2020,115.959999,118.349998,115.760002,117.290001,117.290001,17293900
05/08/2020,123.370003,130.309998,123.279999,127.610001,127.610001,53000200
06/08/2020,126.959999,131.630005,125.610001,130.820007,130.820007,27238000
07/08/2020,130.220001,131.940002,128.660004,129.929993,129.929993,16088600
10/08/2020,129.75,131.320007,128.490005,128.789993,128.789993,8529200
11/08/2020,130.529999,132.759995,130,130.490005,130.490005,13885700
12/08/2020,130.669998,133,130.490005,131.789993,131.789993,12204200
13/08/2020,130.639999,132.350006,130.449997,130.960007,130.960007,6468600
14/08/2020,130.009995,131.080002,129.740005,130.529999,130.529999,6507600
17/08/2020,130.100006,130.139999,128.539993,129.369995,129.369995,7492200
18/08/2020,129.440002,129.589996,128.360001,128.919998,128.919998,6714600
19/08/2020,129.25,130.220001,127.43,127.769997,127.769997,7624200
20/08/2020,126.800003,128.449997,126.529999,128.119995,128.119995,4918100
21/08/2020,127.720001,128.309998,127.230003,127.440002,127.440002,6064700
24/08/2020,128.149994,130.880005,127.93,130.690002,130.690002,7613600
25/08/2020,130.830002,131.089996,129.309998,129.789993,129.789993,5494400
26/08/2020,130,132.600006,129.520004,132.179993,132.179993,8447800
27/08/2020,133,136.360001,132.820007,133.729996,133.729996,13667600
28/08/2020,134.5,136.800003,133.580002,135.539993,135.539993,11020100
31/08/2020,135.25,135.539993,131.25,131.869995,131.869995,11617500
01/09/2020,131.919998,133.610001,130.889999,133.550003,133.550003,7351200
02/09/2020,133.630005,135.919998,133.259995,135.389999,135.389999,8187800
03/09/2020,135.240005,137.240005,132.020004,133.240005,133.240005,12079200
04/09/2020,133.75,134.880005,129.419998,131.990005,131.990005,11248300
08/09/2020,131.990005,137.139999,130.860001,134.199997,134.199997,17257300
09/09/2020,134.279999,135.550003,132.259995,133.360001,133.360001,8891800
10/09/2020,133.580002,136.75,132.740005,133.220001,133.220001,9853400
11/09/2020,133.740005,133.740005,131.089996,131.75,131.75,7165300
14/09/2020,132.529999,132.929993,130.899994,131.25,131.25,8391900
15/09/2020,131.460007,132.539993,131.009995,131.240005,131.240005,7289100
16/09/2020,132.169998,133.619995,131.399994,132.089996,132.089996,6601000
17/09/2020,130.550003,131.770004,128.600006,130.220001,130.220001,6723500
18/09/2020,129.5,130.789993,128.119995,128.630005,128.630005,9916300
21/09/2020,125.980003,126.889999,123.589996,125.410004,125.410004,10352700
22/09/2020,125.260002,127.470001,124.699997,127.209999,127.209999,6978800
23/09/2020,127.07,127.300003,122.900002,123.279999,123.279999,8323600
24/09/2020,121.93,123.800003,120.779999,122.489998,122.489998,8480000
25/09/2020,121.360001,124.190002,120.980003,124,124,6851800
28/09/2020,125.75,126.860001,125.370003,125.989998,125.989998,6283700
29/09/2020,125.919998,126.290001,123.68,125.400002,125.400002,7405800
30/09/2020,123.239998,125.550003,123.239998,124.080002,124.080002,13642500
01/10/2020,124.940002,125.470001,122.419998,123.309998,123.309998,8908300
02/10/2020,121.989998,123.68,121.690002,122.550003,122.550003,6490200
05/10/2020,123.260002,123.599998,122.330002,123.370003,123.370003,5919200
06/10/2020,123.129997,124.190002,120.610001,120.93,120.93,9052000
07/10/2020,121.949997,123.309998,120.93,122.910004,122.910004,10187800
08/10/2020,123.580002,123.75,122.419998,123.089996,123.089996,7404600
09/10/2020,123.849998,125.550003,123.330002,124.980003,124.980003,11502200
12/10/2020,124.900002,125.940002,123.730003,124.970001,124.970001,10958200
13/10/2020,129.800003,131.360001,127.900002,128.960007,128.960007,22389000
14/10/2020,129.139999,129.5,125.290001,126.589996,126.589996,11531500
15/10/2020,125,127.400002,124.43,127.360001,127.360001,7744000
16/10/2020,127.809998,128.119995,126.330002,126.809998,126.809998,6291700
19/10/2020,127.370003,127.400002,123.709999,124.230003,124.230003,6576900
20/10/2020,124.580002,125.730003,123.639999,124.949997,124.949997,6161200
21/10/2020,124.360001,127.559998,123.839996,126.629997,126.629997,6591500
22/10/2020,126.669998,128.100006,125.970001,127.559998,127.559998,5177700
23/10/2020,128.100006,128.5,126.349998,128.350006,128.350006,5439900
26/10/2020,127.110001,127.110001,122.949997,124.059998,124.059998,8578900
27/10/2020,124.029999,124.610001,123.029999,123.309998,123.309998,6813800
28/10/2020,121.010002,121.529999,118.32,118.470001,118.470001,11654700
29/10/2020,118.160004,122.629997,117.230003,121.540001,121.540001,9583700
30/10/2020,120.639999,121.75,119.089996,121.25,121.25,8090200
02/11/2020,122.239998,122.93,119.809998,120.129997,120.129997,9186000
03/11/2020,121.610001,125.07,121.370003,124.019997,124.019997,8144900
04/11/2020,123.580002,126.860001,123.410004,125.07,125.07,7483000
05/11/2020,126.779999,128.619995,125.800003,126.959999,126.959999,7654800
06/11/2020,126.260002,128.039993,124.610001,127.459999,127.459999,6259700
09/11/2020,140.259995,147.679993,138.070007,142.589996,142.589996,35634700
10/11/2020,139.970001,142.369995,137.669998,142.110001,142.110001,18115400
11/11/2020,141.470001,142,136.619995,137.820007,137.820007,9600900
12/11/2020,136.339996,138.490005,134.100006,135.520004,135.520004,13768200
13/11/2020,140.899994,141.190002,136.520004,138.360001,138.360001,21062300
16/11/2020,141.570007,144.740005,141.570007,144.669998,144.669998,16382500
17/11/2020,144.399994,144.830002,142.559998,144.5,144.5,9354900
18/11/2020,144.5,145.479996,143.350006,143.899994,143.899994,9456200
19/11/2020,142.570007,143.300003,141.699997,141.720001,141.720001,8892500
20/11/2020,141.710007,142.610001,140.860001,141.070007,141.070007,8481600
23/11/2020,142.449997,147.75,141.699997,145.979996,145.979996,12887000
24/11/2020,148.160004,151.860001,147.850006,151.490005,151.490005,16711700
25/11/2020,150.270004,150.270004,147.240005,149.089996,149.089996,9552000
27/11/2020,149,150.350006,146.529999,147.130005,147.130005,5306400
30/11/2020,147.059998,148.690002,146.289993,148.009995,148.009995,9710100
01/12/2020,149.570007,151.399994,149,149.440002,149.440002,8825500
02/12/2020,149.490005,154.009995,148.339996,153.610001,153.610001,10601900
03/12/2020,153.449997,154.440002,152.130005,153.240005,153.240005,9063200
04/12/2020,153.690002,154.679993,152.809998,154.139999,154.139999,6033300
07/12/2020,153.179993,153.880005,152.259995,153.679993,153.679993,6815500
08/12/2020,152.419998,154.880005,152.25,153.720001,153.720001,7900600
09/12/2020,156.289993,157.460007,153.889999,154.429993,154.429993,10804300
10/12/2020,153.320007,155.339996,152.5,154.690002,154.690002,8993200
11/12/2020,169.679993,179.449997,165.330002,175.720001,175.720001,87410700
14/12/2020,173.800003,177.300003,168.809998,169.300003,169.300003,30939400
15/12/2020,170.490005,174.470001,167.820007,173.940002,173.940002,18802600
16/12/2020,173.990005,174.850006,171.619995,173.119995,173.119995,11105800
17/12/2020,173.820007,174.839996,171.960007,173.550003,173.550003,9004600
18/12/2020,173.600006,175.839996,172.279999,172.889999,172.889999,21172100
21/12/2020,170.089996,171.940002,168.190002,170.690002,170.690002,11424200
22/12/2020,170,171.449997,169.160004,170.449997,170.449997,6419200
23/12/2020,172.960007,175.949997,172.300003,173.550003,173.550003,9994000
24/12/2020,173.990005,174.580002,172.380005,173.729996,173.729996,2721000
28/12/2020,175.75,179.919998,175.050003,178.860001,178.860001,13145400
29/12/2020,180.009995,180.199997,176.220001,177.300003,177.300003,6875400
30/12/2020,178.5,183.399994,178.369995,181.169998,181.169998,11680400
31/12/2020,181.220001,183.399994,180.270004,181.179993,181.179993,7073500
04/01/2021,182.259995,182.589996,174.729996,177.679993,177.679993,13426600
05/01/2021,176.199997,180.339996,176.199997,178.440002,178.440002,7771800
06/01/2021,178.320007,181.610001,177.279999,179.119995,179.119995,7517800
07/01/2021,179.5,179.949997,177.580002,178.580002,178.580002,7300800
08/01/2021,178.809998,180.020004,176.600006,178.690002,178.690002,7894500
11/01/2021,177.75,181.259995,177.350006,179.089996,179.089996,6461300
12/01/2021,177.300003,178.320007,174.860001,175.990005,175.990005,8349800
13/01/2021,174.399994,177.729996,173.740005,176.119995,176.119995,6839500
14/01/2021,177.009995,178.350006,173.399994,173.429993,173.429993,8951200
15/01/2021,172.949997,174.190002,170.169998,171.440002,171.440002,12232500
19/01/2021,172.100006,173.710007,171.440002,172.259995,172.259995,7834700
20/01/2021,175.220001,177.880005,173,173.639999,173.639999,9809200
21/01/2021,173.240005,175,171.020004,171.279999,171.279999,8416400
22/01/2021,174,175.25,171.889999,172.779999,172.779999,9517200
25/01/2021,171.889999,173.110001,168.770004,171.889999,171.889999,7833700
26/01/2021,173,173.350006,169.050003,169.559998,169.559998,7523200
27/01/2021,165.009995,166.339996,160.520004,163.029999,163.029999,18239200
28/01/2021,166.169998,172.880005,165.949997,171.880005,171.880005,14449100
29/01/2021,168.800003,169.809998,165.789993,168.169998,168.169998,12848800
01/02/2021,170.839996,171.729996,168.029999,170.970001,170.970001,8140400
02/02/2021,173.770004,179.759995,172.800003,176.960007,176.960007,12215200
03/02/2021,177,178.429993,175.759995,176.429993,176.429993,5508600
04/02/2021,177.589996,181.380005,176.490005,180.229996,180.229996,9035400
05/02/2021,181.710007,182.320007,179.330002,181.160004,181.160004,6640500
08/02/2021,183.850006,190.639999,183.300003,190,190,16085700
09/02/2021,188.169998,189.25,186.039993,188.210007,188.210007,11270800
10/02/2021,189.979996,190.699997,185.809998,189.630005,189.630005,11464600
11/02/2021,189.179993,191.25,188.070007,190.910004,190.910004,17507900
12/02/2021,193,193.850006,186.559998,187.669998,187.669998,27233800
16/02/2021,187.300003,188.440002,184.860001,186.350006,186.350006,11630700
17/02/2021,185.360001,187.630005,182.160004,186.440002,186.440002,11391800
18/02/2021,184.789993,186.399994,182.839996,183,183,12380900
19/02/2021,184.270004,184.779999,182.789993,183.649994,183.649994,8834500
22/02/2021,181.740005,194.020004,181.529999,191.759995,191.759995,18799600
23/02/2021,193.589996,198.940002,188.660004,197.089996,197.089996,23191400
24/02/2021,197.580002,200.600006,195.330002,197.509995,197.509995,16205900
25/02/2021,197.729996,197.960007,190.380005,190.979996,190.979996,12712000
26/02/2021,190.070007,191.610001,185.449997,189.039993,189.039993,15844000
01/03/2021,193.229996,196.899994,191.389999,194.979996,194.979996,10709900
02/03/2021,196.100006,197.960007,193.490005,193.940002,193.940002,8371400
03/03/2021,194.630005,196.809998,192.210007,192.259995,192.259995,8750300
04/03/2021,189.899994,192.479996,184.119995,188.029999,188.029999,12542600
05/03/2021,189.149994,190.570007,183.339996,189.990005,189.990005,10266400
08/03/2021,197.309998,203.020004,193.789993,201.910004,201.910004,25093200
09/03/2021,200.190002,201.699997,194.369995,194.509995,194.509995,23331000
10/03/2021,197.309998,198.800003,194.679993,195.059998,195.059998,13662100
11/03/2021,197.380005,199.050003,195.399994,196.75,196.75,11933900
12/03/2021,196.529999,198.410004,195.179993,197.160004,197.160004,13249100
15/03/2021,198.539993,198.539993,194.809998,196.759995,196.759995,10311400
16/03/2021,196.100006,196.589996,192.880005,194.240005,194.240005,9680700
17/03/2021,193.440002,196.190002,191.779999,195.240005,195.240005,14418700
18/03/2021,194.949997,195.080002,191.740005,192.279999,192.279999,9644500
19/03/2021,190.919998,194,189.759995,191.139999,191.139999,28354600
22/03/2021,193.259995,196.330002,192,192.860001,192.860001,8838500
23/03/2021,191.589996,192.339996,187.970001,188.729996,188.729996,10701200
24/03/2021,190.059998,190.5,184.639999,184.720001,184.720001,13549100
25/03/2021,181.850006,187.710007,181.009995,186.910004,186.910004,9609200
26/03/2021,188.830002,188.979996,182.570007,185.919998,185.919998,10196100
29/03/2021,185.240005,185.940002,183.149994,184.850006,184.850006,7544700
30/03/2021,183.830002,186.320007,183.559998,185.529999,185.529999,5929700
31/03/2021,185.830002,186.899994,184.419998,184.520004,184.520004,8478000
01/04/2021,186.429993,189.100006,185.589996,188.970001,188.970001,7749400
05/04/2021,191.470001,191.669998,188.089996,188.5,188.5,7405300
06/04/2021,188.5,191.279999,187.869995,189.729996,189.729996,7926200
07/04/2021,189.800003,190.330002,186.949997,187.559998,187.559998,6238700
08/04/2021,187.199997,188.050003,185.630005,187.320007,187.320007,7763000
09/04/2021,188.169998,188.220001,186.149994,187.889999,187.889999,6089300
12/04/2021,187.75,187.850006,185.479996,186.490005,186.490005,6662500
13/04/2021,185.589996,186.440002,184.600006,185.490005,185.490005,6826500
14/04/2021,185.970001,190.399994,185.710007,187.460007,187.460007,9089900
15/04/2021,188.089996,188.899994,185.699997,185.929993,185.929993,7262500
16/04/2021,187.570007,189.470001,186.199997,187.259995,187.259995,9453500
19/04/2021,187.509995,190.330002,185.649994,187.429993,187.429993,7625800
20/04/2021,187.289993,188.080002,181.820007,182.789993,182.789993,10765800
21/04/2021,181.289993,183.380005,178.860001,183.110001,183.110001,8400200
22/04/2021,184.220001,184.880005,181.259995,182.759995,182.759995,7378300
23/04/2021,182.350006,183.899994,181.960007,183.020004,183.020004,6075500
26/04/2021,183.960007,185.600006,183.259995,184.270004,184.270004,6178300
27/04/2021,184.990005,185.809998,184.149994,184.639999,184.639999,4870000
28/04/2021,184.789993,184.789993,182.820007,183.389999,183.389999,5199300
29/04/2021,184.800003,185.550003,182.75,185.330002,185.330002,5958300
30/04/2021,184.289993,186.320007,183.539993,186.020004,186.020004,7866300
03/05/2021,187.690002,189.220001,185.25,185.509995,185.509995,7542800
04/05/2021,184.869995,185.630005,182.309998,184.25,184.25,7069300
05/05/2021,185.009995,185.009995,181.360001,181.509995,181.509995,5901700
06/05/2021,182.779999,182.990005,179.809998,181.789993,181.789993,6944900
07/05/2021,182,185.119995,181.509995,184.839996,184.839996,6888400
10/05/2021,185.699997,186.970001,184.029999,184.300003,184.300003,8260300
11/05/2021,181.800003,182.25,178.429993,181.669998,181.669998,10865600
12/05/2021,180.699997,182.460007,177.580002,177.850006,177.850006,8988100
13/05/2021,178.369995,180.75,175.800003,178.339996,178.339996,12332200
14/05/2021,172.929993,174.910004,168.779999,173.699997,173.699997,33149400
17/05/2021,172.699997,172.990005,168.570007,170.080002,170.080002,17771600
18/05/2021,170.259995,171.259995,169.449997,169.679993,169.679993,10401000
19/05/2021,167.710007,169.399994,167.100006,169.270004,169.270004,9251000
20/05/2021,169.210007,171.899994,168.979996,171.360001,171.360001,7400700
21/05/2021,172.220001,173.119995,171.520004,172.399994,172.399994,8105700
24/05/2021,172.449997,175.110001,171.75,174.309998,174.309998,7346700
25/05/2021,175.600006,177.449997,175.399994,176.169998,176.169998,8089700
26/05/2021,176.619995,177.899994,176.199997,176.470001,176.470001,8086200
27/05/2021,177.199997,179.589996,176.789993,179.039993,179.039993,13567800
28/05/2021,179.509995,180.139999,178.080002,178.649994,178.649994,7124800
01/06/2021,180.179993,181.009995,178.740005,178.839996,178.839996,7475600
02/06/2021,179.039993,179.100006,176.929993,177,177,7851700
03/06/2021,176.270004,176.970001,175.419998,176.240005,176.240005,5583900
04/06/2021,175.929993,177.520004,175.610001,177.179993,177.179993,6343400
07/06/2021,177.970001,178.070007,176.399994,176.990005,176.990005,5178100
08/06/2021,175.970001,177.119995,175.190002,176.330002,176.330002,5356200
09/06/2021,176.309998,177.330002,175.880005,176.039993,176.039993,5082400
10/06/2021,176.440002,177.610001,175.550003,176.570007,176.570007,5253000
11/06/2021,177.449997,178.490005,176.809998,177.380005,177.380005,5476300
14/06/2021,177.649994,178.869995,176.899994,178.179993,178.179993,10170000
15/06/2021,178.179993,178.699997,175.619995,175.860001,175.860001,7895000
16/06/2021,176.009995,176.259995,173.550003,174.660004,174.660004,8336000
17/06/2021,174.589996,176.259995,173.839996,174.649994,174.649994,8906000
18/06/2021,173.139999,173.860001,172.119995,172.419998,172.419998,12357500
21/06/2021,172.130005,174.259995,171.309998,173.970001,173.970001,9196900
22/06/2021,174.369995,174.699997,172.350006,173.5,173.5,8097100
23/06/2021,173.619995,175.449997,172.940002,175.330002,175.330002,9174200
24/06/2021,176.130005,178.240005,175.779999,177.929993,177.929993,7549400
25/06/2021,178.830002,179.089996,177.490005,178.350006,178.350006,7431800
28/06/2021,178.5,178.660004,174.990005,176.570007,176.570007,9881400
29/06/2021,176.639999,177.020004,173.800003,173.929993,173.929993,13498300
30/06/2021,173.889999,175.979996,173.339996,175.770004,175.770004,7481900
01/07/2021,175.350006,177.600006,174.600006,177.259995,177.259995,5887100
02/07/2021,177.860001,178.360001,174.619995,177.110001,177.110001,11099300
06/07/2021,176.759995,177,172.220001,173.690002,173.690002,11557900
07/07/2021,172.860001,174.320007,171.990005,172.820007,172.820007,6757300
08/07/2021,170.179993,173.75,169.809998,172.800003,172.800003,6960100
09/07/2021,174.699997,177.520004,173.929993,177.039993,177.039993,7873300
12/07/2021,177.710007,184.990005,177.369995,184.380005,184.380005,21835500
13/07/2021,184.089996,185.669998,181.839996,183.649994,183.649994,12534600
14/07/2021,185.199997,186.289993,182.080002,183.419998,183.419998,8787300
15/07/2021,183.449997,185.419998,183.050003,184.149994,184.149994,7867000
16/07/2021,184.940002,185.289993,178.919998,179.309998,179.309998,8348800
19/07/2021,175.710007,176.479996,172.160004,172.949997,172.949997,14651800
20/07/2021,173.699997,177.509995,172.869995,176.75,176.75,8372400
21/07/2021,176.5,177.899994,175.320007,176.889999,176.889999,6302200
22/07/2021,176.699997,176.720001,173.899994,175.130005,175.130005,5713700
23/07/2021,175.660004,176.5,174.029999,176.139999,176.139999,5126300
26/07/2021,175.619995,178.779999,175.339996,178.740005,178.740005,5641000
27/07/2021,178.25,179.559998,176.570007,179.5,179.5,6684100
